Referencia interna,OFICIAL,VENTAS,SOMOS_PEKES
STKPOZC-SUR,MLM618784655,N/D,N/D
STKPOZL-SUR,MLM618785591,N/D,N/D
STKPOZM-SUR,MLM618785581,N/D,N/D
STKPOZX-SUR,MLM618785596,N/D,N/D
STKREL-SUR,MLM577023343,N/D,N/D
STMT60175-LA-STA,MLM737976560,MLM737983358,N/D
STMT74084-STA,MLM615484782,MLM615487008,N/D
STMT74290-STA,MLM649033887,MLM649045759,N/D
STPP7502-STA,MLM831324246,MLM648831485,N/D
STPT600-STA,MLM616597496,MLM766579465,N/D
STSC1718-STA,N/D,N/D,N/D
STSJ0600K-STA,MLM616597822,MLM543446915,N/D
STSM1525-STA,MLM626867713,MLM613655442,N/D
STST13333-STA,MLM616440015,MLM585166097,N/D
STST16331-STA,N/D,N/D,N/D
STST1825-STA,N/D,N/D,N/D
STST18612W-STA,MLM720132064,MLM720132133,N/D
STST18631-STA,MLM667034080,N/D,N/D
STST19331-STA,MLM616640509,MLM582884011,N/D
STST19502-STA,MLM635012621,MLM635014765,N/D
STST19900-STA,MLM691978247,MLM691970832,N/D
STST33031-STA,MLM632228322,MLM632229232,N/D
STST509104-STA,MLM627071826,MLM627081764,N/D
STST511304-STA,MLM627071834,MLM627081752,N/D
STST511324LA-STA,MLM691978253,MLM691970853,N/D
STST512114LA-STA,MLM617873573,MLM617876174,N/D
STST80345-40-STA,MLM784708752,MLM784710302,N/D
SURF-CROWN,MLM774425358,N/D,N/D
SV100-SUR,MLM587355750,N/D,N/D
SV200-SUR,MLM587355766,N/D,N/D
SW19-STA,MLM620311297,MLM620314028,N/D
SW75-STA,MLM668097314,MLM667958314,N/D
SWA151A-UJU,N/D,N/D,N/D
SWA172C-UJU,N/D,MLM731331984,N/D
SWA2052-UJU,N/D,MLM699852928,N/D
SWC74375-8-1M-BCH,MLM585772922,N/D,N/D
SWC74375-8-4M-BCH,MLM585772928,N/D,N/D
SX50353-4G-BCH,MLM591204082,N/D,N/D
SX50355-8G-BCH,MLM591204091,N/D,N/D
T-02456-MAK,N/D,MLM735527358,N/D
T00-SUR,MLM551738064,N/D,N/D
T0051502699N-WEL,MLM756744025,MLM756725033,N/D
T0058770706-WEL,N/D,N/D,N/D
T0058770714-WEL,MLM756740170,MLM756729608,N/D
T0058770715-WEL,MLM756743929,MLM756732225,N/D
T01-SUR,MLM551738068,N/D,N/D
T02-SUR,MLM547444704,N/D,N/D
T03-SUR,MLM547444629,N/D,N/D
T07-SUR,MLM551738231,N/D,N/D
T08-SUR,MLM569125097,N/D,N/D
T10-SUR,MLM551738171,N/D,N/D
T108-SUR,MLM551738122,N/D,N/D
T11-SUR,MLM569125088,N/D,N/D
T110-SUR,MLM547444612,N/D,N/D
T112-SUR,MLM551738108,N/D,N/D
T12-SUR,MLM551738219,N/D,N/D
T14-SUR,MLM551742563,N/D,N/D
T1710-KLE,MLM605359066,N/D,N/D
T1715-KLE,N/D,N/D,N/D
T22-SUR,MLM551742545,N/D,N/D
T25-SUR,MLM551742568,N/D,N/D
T26-SUR,MLM551738220,N/D,N/D
T27-SUR,MLM551738202,N/D,N/D
T310MX-WER,N/D,N/D,N/D
T374MX-WER,N/D,N/D,N/D
T376MX-WER,N/D,N/D,N/D
T378MX-WER,N/D,N/D,N/D
T404MX-WER,N/D,N/D,N/D
T406MX-WER,N/D,N/D,N/D
T408MX-WER,N/D,N/D,N/D
T410MX-WER,N/D,N/D,N/D
T412MX-WER,N/D,N/D,N/D
T6004MX-WER,MLM644021822,N/D,N/D
T6006MX-WER,MLM644021839,N/D,N/D
T6008MX-WER,N/D,N/D,N/D
T6203MX-WER,N/D,N/D,N/D
T6204MX-WER,N/D,N/D,N/D
T6205MX-WER,MLM646825498,N/D,N/D
T6206MX-WER,MLM646825487,N/D,N/D
T6208MX-WER,N/D,N/D,N/D
T6210MX-WER,N/D,N/D,N/D
T6212MX-WER,N/D,N/D,N/D
T7414MX-WER,N/D,N/D,N/D
T7416MX-WER,N/D,N/D,N/D
T7418MX-WER,N/D,N/D,N/D
T7420MX-WER,N/D,N/D,N/D
T83416-SUR,MLM551742574,N/D,N/D
T83417-SUR,MLM585595539,N/D,N/D
T835931/2-SUR,MLM551831693,N/D,N/D
T83754-SUR,MLM551742538,N/D,N/D
T841871/2-SUR,MLM551831650,N/D,N/D
T86426-SUR,MLM551742532,N/D,N/D
T86427-SUR,MLM585595615,N/D,N/D
T883331/2-SUR,MLM551831653,N/D,N/D
T924MX-WER,MLM646825500,N/D,N/D
T925MX-WER,N/D,N/D,N/D
T926MX-WER,MLM644023449,N/D,N/D
T928MX-WER,N/D,N/D,N/D
TABLE_120-GP,N/D,MLM782420067,N/D
TABLE_152-GP,N/D,MLM782420068,N/D
TABLE_180B-GP,N/D,MLM782420070,N/D
TABLE_180N-GP,N/D,MLM782416664,N/D
TAPECS-URR,N/D,N/D,N/D
TAPES-SUR,MLM577023323,N/D,N/D
TAPEU-URR,MLM593464749,N/D,N/D
TB01-SUR,MLM547415893,N/D,N/D
TB02-SUR,MLM547415772,N/D,N/D
TB08-SUR,MLM547415779,N/D,N/D
TB09-SUR,MLM848583226,N/D,N/D
TB100PK-WEL,MLM749179880,MLM625918685,N/D
TB12-SUR,MLM547415783,N/D,N/D
TB512A-SUR,MLM547444604,N/D,N/D
TB512B-SUR,MLM769720368,N/D,N/D
TB555-BD,MLM615675484,MLM582886718,N/D
TB658A-SUR,MLM585595585,N/D,N/D
TB658B-SUR,MLM769720365,N/D,N/D
TB812A-URR,MLM769734825,N/D,N/D
TBA310-SUR,MLM636538159,N/D,N/D
TBA612-SUR,MLM636538241,N/D,N/D
TBCHK812-URR,MLM593458128,N/D,N/D
TBF12-SUR,MLM848586601,N/D,N/D
TC201TMX-WEL,MLM756740269,MLM756733735,N/D
TC205MX-WEL,MLM756740174,MLM756729613,N/D
TC61-URR,MLM754356335,N/D,N/D
TC658A-SUR,MLM585595610,N/D,N/D
TC658B-SUR,MLM769720362,N/D,N/D
TC72-URR,MLM593458395,N/D,N/D
TC734A-SUR,MLM569174916,N/D,N/D
TC734B-SUR,MLM769720359,N/D,N/D
TC76-URR,MLM754356333,N/D,N/D
TC810-URR,MLM769732027,N/D,N/D
TC91-URR,MLM754356339,N/D,N/D
TC9114-URR,MLM769732024,N/D,N/D
TCCHK834-URR,MLM593458120,N/D,N/D
TCLO3-LCK,MLM558490297,N/D,N/D
TDRFU-URR,MLM727522096,N/D,N/D
TE812A-URR,MLM593464772,N/D,N/D
TE938-URR,MLM769729608,N/D,N/D
TEL50X600-MUL,N/D,MLM658349677,N/D
TEL538-SUR,MLM604222894,N/D,N/D
TEL60700-MUL,N/D,MLM658349689,N/D
TEL76700-MUL,N/D,MLM658349688,N/D
TEN23-SUR,MLM569164624,N/D,N/D
TEN26-SUR,MLM569164640,N/D,N/D
TEN26AA-SUR,MLM569164639,N/D,N/D
TEN33-SUR,MLM569164642,N/D,N/D
TEN36-SUR,MLM569164627,N/D,N/D
TEN36AA-SUR,MLM569164658,N/D,N/D
TEN39-SUR,MLM569164667,N/D,N/D
TEN412-SUR,MLM569164649,N/D,N/D
TEN46-SUR,MLM569164656,N/D,N/D
TEN49-SUR,MLM569164647,N/D,N/D
TEN49AA-SUR,MLM569164641,N/D,N/D
TEN512-SUR,MLM569164668,N/D,N/D
TEN512AA-SUR,MLM569164628,N/D,N/D
TEN56-SUR,MLM569164666,N/D,N/D
TEN612-SUR,MLM569164635,N/D,N/D
TEN712-SUR,MLM569176011,N/D,N/D
TEN718-SUR,MLM569175987,N/D,N/D
TER1G-SUR,MLM594605854,N/D,N/D
TER2L-URR,MLM594641525,N/D,N/D
TER350-URR,MLM618998791,N/D,N/D
TER5G-URR,MLM594641573,N/D,N/D
Termo-BAR,N/D,N/D,N/D
TERMO-NMKT-MAK,N/D,N/D,N/D
TF-1039B-IFIT,N/D,MLM766491226,N/D
TF-104A-IFIT,N/D,MLM754261339,N/D
TF-3.3S-IFIT,N/D,MLM754264076,N/D
TF-4601R-MAC,N/D,MLM797214798,N/D
TF-4801RBT-MAC,N/D,MLM630572965,N/D
TF-6.2C-IFIT,N/D,MLM754261181,N/D
TF-6.2H-IFIT,N/D,N/D,N/D
TF-M07-IFIT,N/D,MLM754261163,N/D
TF1-SUR,MLM547444613,N/D,N/D
TG103-SUR,MLM547444645,N/D,N/D
TGAS-MAC,N/D,MLM656550083,N/D
TH-II-NOV,N/D,MLM633332202,N/D
TH5-SUR,MLM608313343,N/D,N/D
TH5M-SUR,MLM608313326,N/D,N/D
TI250-KLE,MLM793049292,N/D,N/D
TIKI-CROWN,MLM832385193,N/D,N/D
TIM_REC31.4-CROWN,MLM774425385,N/D,N/D
TIM_REC36.5-CROWN,MLM774425382,N/D,N/D
TIM_RED25.5-CROWN,MLM774425386,N/D,N/D
TIMPU100-SUR,MLM577023353,N/D,N/D
TIMPU200-URR,MLM618999377,N/D,N/D
TJH10A-SUR,MLM551738086,N/D,N/D
TJH11-SUR,MLM551738114,N/D,N/D
TJH16-SUR,MLM551738092,N/D,N/D
TJH7-SUR,MLM551738109,N/D,N/D
TL30B-URR,MLM618997734,N/D,N/D
TL30P-URR,MLM618984038,N/D,N/D
TL30S-URR,MLM618984027,N/D,N/D
TL30Z-URR,MLM618984043,N/D,N/D
TL50-URR,MLM593464743,N/D,N/D
TLEDC-SUR,MLM580036144,N/D,N/D
TLEDD-SUR,MLM580036190,N/D,N/D
TLEDR-SUR,MLM580036141,N/D,N/D
TLP200-URR,MLM619000435,N/D,N/D
TLP35-URR,MLM594645931,N/D,N/D
TM550KP-BD,MLM616430517,MLM541772792,N/D
TM600-B3-BD,MLM615675543,N/D,N/D
TM612-SUR,MLM620285270,N/D,N/D
TMF3-SUR,MLM547444661,N/D,N/D
TMP-1-SUR,MLM837723254,N/D,N/D
TMP-1/2-SUR,MLM837726583,N/D,N/D
TMP-2-SUR,MLM837723259,N/D,N/D
TMP-3/4-SUR,MLM837723260,N/D,N/D
TMP10-SUR,MLM549742152,N/D,N/D
TMP3-SUR,MLM551742502,N/D,N/D
TMP5-SUR,MLM549742163,N/D,N/D
TN512-SUR,MLM585595591,N/D,N/D
TN538-SUR,MLM585595544,N/D,N/D
TNL-URR,MLM604239295,N/D,N/D
TO-MKT-MAK,N/D,N/D,N/D
TOKIO_B-CROWN,MLM774422002,N/D,N/D
TOM20-URR,MLM594434729,N/D,N/D
TOM20A-URR,MLM680264122,N/D,N/D
TOM25-URR,MLM594434758,N/D,N/D
TORROCA-CROWN,MLM774425355,N/D,N/D
TP5-SUR,MLM608313336,N/D,N/D
TP550-BD,MLM615675454,MLM597936368,N/D
TP555-BD,MLM730134091,MLM625371866,N/D
TP5M-SUR,MLM608313331,N/D,N/D
TP5MF-SUR,MLM608313328,N/D,N/D
TQ10-SUR,MLM585595549,N/D,N/D
TQ6-SUR,MLM585595594,N/D,N/D
TQ8-SUR,MLM585595624,N/D,N/D
TR1103-URR,MLM593464855,N/D,N/D
TR250-STA,MLM627071818,MLM627081436,N/D
TR35-STA,MLM688864385,MLM688790810,N/D
TR45-STA,MLM689313530,MLM689297225,N/D
TR701A-SUR,MLM562023016,N/D,N/D
TR702A-SUR,MLM562023062,N/D,N/D
TRA200BN-STA,MLM672648637,MLM672428351,N/D
TRA204T-STA,MLM689311902,MLM689297227,N/D
TRA206T-STA,MLM689316645,MLM689297221,N/D
TRA21-SUR,MLM562023029,N/D,N/D
TRA700BN-STA,MLM627071824,MLM627080293,N/D
TRA704T-STA,MLM689311928,MLM689297235,N/D
TRA706T-STA,MLM689311935,MLM689297230,N/D
TRA709T-STA,MLM689311925,MLM689297223,N/D
TRAG21-SUR,MLM562022999,N/D,N/D
TREE_ZEN_20-CROWN,MLM832385282,N/D,N/D
TREE_ZEN_24-CROWN,MLM832382222,N/D,N/D
TREE_ZEN26-CROWN,MLM832388925,N/D,N/D
TREE_ZEN28-CROWN,MLM832388923,N/D,N/D
TRF101-SUR,MLM594605874,N/D,N/D
TRF102-SUR,MLM594605897,N/D,N/D
TRF10A-SUR,MLM594605869,N/D,N/D
TRF171-SUR,MLM594605898,N/D,N/D
TRF172-SUR,MLM594605850,N/D,N/D
TRH25-URR,MLM812376687,N/D,N/D
TRH3-URR,MLM812379183,N/D,N/D
TRH5-SUR,MLM812379832,N/D,N/D
TRHB15-SUR,MLM812382615,N/D,N/D
TRHB2-SUR,MLM812382618,N/D,N/D
TRHD15-SUR,MLM812379838,N/D,N/D
TRHL35-SUR,MLM812379843,N/D,N/D
TRHLI2-SUR,MLM812377335,N/D,N/D
TRHN3-SUR,MLM773161415,N/D,N/D
TRHP2-SUR,MLM773161410,N/D,N/D
TRHP25-SUR,MLM773161413,N/D,N/D
TRM1210-URR,MLM618976379,N/D,N/D
TRM300-URR,MLM618976345,N/D,N/D
TROLL_REC26.5-CROWN,MLM774425392,N/D,N/D
TROTAMUNDOS_I-CROWN,MLM774433936,N/D,N/D
TRS-SUR,MLM577023299,N/D,N/D
TRS01-SUR,MLM769723171,N/D,N/D
TRSA-SUR,MLM618783262,N/D,N/D
TS10-SUR,MLM562023077,N/D,N/D
TS12-SUR,MLM562023030,N/D,N/D
TSA12-SUR,MLM562023068,N/D,N/D
TSAG12-SUR,MLM562023015,N/D,N/D
TSAN-SUR,MLM789946934,N/D,N/D
TSSG12-SUR,MLM562023034,N/D,N/D
TST6MX-WEL,MLM756737378,MLM756724990,N/D
TSWG12-SUR,MLM562023003,N/D,N/D
TT1-KLE,N/D,N/D,N/D
TT2-KLE,N/D,N/D,N/D
TT2-SUR,MLM604222037,N/D,N/D
TX01AC001-MEN,MLM734000202,MLM734004918,N/D
TX01AC002-MEN,MLM734000202,MLM734004918,N/D
TX01AC003-MEN,MLM734000202,MLM734004918,N/D
TX01AC004-MEN,MLM734000202,MLM734004918,N/D
TX01AC005-MEN,MLM734000285,MLM734005637,N/D
TX01AC006-MEN,MLM734000285,MLM734005637,N/D
TX02AC001-MEN,MLM734000050,MLM734003957,N/D
TX02AC002-MEN,MLM734000135,MLM734004392,N/D
TX02AC003-MEN,MLM734000135,N/D,N/D
TX02AC004-MEN,MLM734000135,MLM734004392,N/D
TZG-SUR,MLM577023366,N/D,N/D
TZU-URR,MLM593464735,N/D,N/D
U131BGE,MLM583063886,N/D,N/D
U1450M-BD,MLM672649313,MLM672426906,N/D
U222GRN,MLM569208628,MLM569211055,N/D
U3500A-URR,MLM593454563,N/D,N/D
U3500AM-URR,MLM768060032,N/D,N/D
U3500B-URR,MLM593454547,N/D,N/D
U3500BM-URR,MLM593462139,N/D,N/D
U3519M-URR,MLM608294458,N/D,N/D
U3521M-URR,MLM608294430,N/D,N/D
U3522M-URR,MLM608294431,N/D,N/D
U3524-URR,N/D,N/D,N/D
U3524M-URR,MLM608294443,N/D,N/D
U3526-URR,MLM608294437,N/D,N/D
U3527M-URR,MLM608294435,N/D,N/D
U3528-URR,MLM608294428,N/D,N/D
U3530-URR,MLM608294441,N/D,N/D
U3530M-URR,MLM608294433,N/D,N/D
U3532-URR,MLM608294455,N/D,N/D
U3532M-URR,MLM608294445,N/D,N/D
U3534-URR,MLM608294436,N/D,N/D
U3536-URR,MLM608294446,N/D,N/D
U3536M-URR,MLM593463241,N/D,N/D
U3537M-URR,MLM593463242,N/D,N/D
U3538-URR,MLM608294440,N/D,N/D
U3538M-URR,MLM593463234,N/D,N/D
U3540-URR,MLM608294448,N/D,N/D
U3541M-URR,MLM593463240,N/D,N/D
U3542-URR,MLM593463209,N/D,N/D
U3544-URR,MLM593463219,N/D,N/D
U3546-URR,MLM593463220,N/D,N/D
U3546M-URR,MLM593463239,N/D,N/D
U3548-URR,MLM593463229,N/D,N/D
U3550-URR,MLM593463222,N/D,N/D
U3550M-URR,MLM593463233,N/D,N/D
U3552-URR,N/D,N/D,N/D
U3554-URR,MLM593463223,N/D,N/D
U3555M-URR,MLM593463226,N/D,N/D
U3556-URR,MLM593463212,N/D,N/D
U3558-URR,MLM593463225,N/D,N/D
U3560-URR,MLM593463210,N/D,N/D
U3560M-URR,MLM593463238,N/D,N/D
U3562-URR,MLM593463224,N/D,N/D
U3564-URR,MLM593463232,N/D,N/D
U3565M-URR,MLM593463308,N/D,N/D
U3568-URR,MLM593463231,N/D,N/D
U3572-URR,MLM593463235,N/D,N/D
U3576-URR,MLM593463230,N/D,N/D
U3580-URR,MLM593463211,N/D,N/D
U3582-URR,MLM593463207,N/D,N/D
U368-URR,MLM608297482,N/D,N/D
U372-URR,MLM768013492,N/D,N/D
U378-URR,N/D,N/D,N/D
U386-URR,MLM608297475,N/D,N/D
U40-URR,MLM618798048,N/D,N/D
U40A-URR,MLM848587844,N/D,N/D
U40B-URR,MLM848577495,N/D,N/D
U419-URR,MLM608297536,N/D,N/D
U519-URR,MLM608297473,N/D,N/D
U5311YEL,MLM564153743,N/D,N/D
U575-URR,MLM630933411,N/D,N/D
U730-URR,MLM608297474,N/D,N/D
U750-URR,MLM768012215,N/D,N/D
U754-URR,MLM768015158,N/D,N/D
U758-URR,MLM608297510,N/D,N/D
U761-URR,MLM608297519,N/D,N/D
U779-URR,MLM608297554,N/D,N/D
U780-URR,MLM608297504,N/D,N/D
U782-URR,MLM608297531,N/D,N/D
UB1103-MAK,N/D,MLM766572675,N/D
UC4041A-MAK,N/D,MLM748052063,N/D
UCD10-URR,MLM593463159,N/D,N/D
UCD33-URR,MLM593463161,N/D,N/D
UCD5-URR,MLM593463160,N/D,N/D
UCD6-URR,MLM593463167,N/D,N/D
UCD7-URR,MLM593463165,N/D,N/D
UCD8-URR,MLM593463154,N/D,N/D
UCD9-URR,MLM593463217,N/D,N/D
UCL18-URR,MLM593463134,N/D,N/D
UCL20-URR,MLM593463153,N/D,N/D
UCL26-URR,MLM593463133,N/D,N/D
UCL26F-URR,N/D,N/D,N/D
UCL5-URR,MLM593463129,N/D,N/D
UD112-URR,MLM593464046,N/D,N/D
UD12-URR,MLM593463983,N/D,N/D
UD179-URR,MLM593464050,N/D,N/D
UD18-URR,MLM593463986,N/D,N/D
UD226-URR,MLM593463992,N/D,N/D
UD333-URR,MLM593464047,N/D,N/D
UD334-URR,MLM593464084,N/D,N/D
UD337-URR,MLM593463994,N/D,N/D
UD370-URR,MLM593464051,N/D,N/D
UD70-URR,MLM761618224,N/D,N/D
UD71TLAC-URR,MLM593462498,N/D,N/D
UD77-URR,MLM593463957,N/D,N/D
UD80-URR,MLM593464775,N/D,N/D
UD85-URR,MLM593463973,N/D,N/D
UD88-URR,MLM593463979,N/D,N/D
UEC31-URR,MLM650652174,N/D,N/D
UES-URTEC,N/D,MLM837428626,N/D
UEXBT-URR,MLM593460678,N/D,N/D
UFMB10-URR,MLM608320228,N/D,N/D
UFMB12-URR,MLM630879876,N/D,N/D
UFMB8-URR,MLM630879875,N/D,N/D
UFME10-URR,MLM608320251,N/D,N/D
UFME12-URR,MLM630879919,N/D,N/D
UFME8-URR,MLM630879929,N/D,N/D
UFMM10-URR,MLM608320225,N/D,N/D
UFMM12-URR,MLM630879888,N/D,N/D
UFMM8-URR,MLM630879866,N/D,N/D
UFPB10-URR,MLM608320247,N/D,N/D
UFPB12-URR,MLM630879904,N/D,N/D
UFPB14-URR,MLM630879925,N/D,N/D
UFPB6-URR,MLM630879872,N/D,N/D
UFPB8-URR,MLM630879870,N/D,N/D
UFPM10-URR,MLM608320217,N/D,N/D
UFPM12-URR,MLM630879901,N/D,N/D
UFPM14-URR,MLM630879864,N/D,N/D
UFPM6-URR,MLM630879869,N/D,N/D
UFPM8-URR,MLM630879928,N/D,N/D
UFR-URTEC,N/D,MLM837424938,N/D
UFRB10-URR,MLM608320292,N/D,N/D
UFRB12-URR,MLM630879953,N/D,N/D
UFRB6-URR,MLM768007068,N/D,N/D
UFRB8-URR,MLM768002713,N/D,N/D
UFRM10-URR,MLM630879855,N/D,N/D
UFRM12-URR,MLM630879873,N/D,N/D
UFRM8-URR,MLM608320360,N/D,N/D
UFS8316-URR,MLM608320368,N/D,N/D
UFS8532-URR,MLM608320302,N/D,N/D
UFS8732-URR,MLM608320216,N/D,N/D
UFTP6-URR,MLM608320261,N/D,N/D
UFTP7-URR,MLM768000557,N/D,N/D
UFTP8-URR,MLM630879874,N/D,N/D
UFTR10-URR,MLM630879877,N/D,N/D
UFTR6-URR,MLM630879871,N/D,N/D
UFTR7-URR,MLM630879865,N/D,N/D
UFTR8-URR,MLM608320263,N/D,N/D
UH00FG-URR,MLM593535497,N/D,N/D
UH01FG-URR,MLM593535718,N/D,N/D
UH02FG-URR,MLM593463857,N/D,N/D
UH03FG-URR,MLM593534832,N/D,N/D
UH1079M-URR,MLM630880635,N/D,N/D
UH1134-URR,N/D,N/D,N/D
UH1151-URR,MLM593463137,N/D,N/D
UH1160-URR,MLM593463162,N/D,N/D
UH1162-URR,N/D,N/D,N/D
UH1164-URR,MLM630880629,N/D,N/D
UH1200F-URR,MLM618799594,N/D,N/D
UH1200FM-URR,MLM594651873,N/D,N/D
UH1200G-URR,MLM594651813,N/D,N/D
UH1200H-URR,MLM618799598,N/D,N/D
UH1200KM-URR,MLM594651845,N/D,N/D
UH1200QM-URR,MLM618799606,N/D,N/D
UH1206M-URR,MLM593463122,N/D,N/D
UH1207M-URR,MLM593463124,N/D,N/D
UH1208-URR,MLM593463022,N/D,N/D
UH1208M-URR,MLM593463119,N/D,N/D
UH1209M-URR,MLM593463113,N/D,N/D
UH1210-URR,MLM593463106,N/D,N/D
UH1210M-URR,MLM593463021,N/D,N/D
UH1211M-URR,MLM593463009,N/D,N/D
UH1212-URR,MLM593463103,N/D,N/D
UH1212M-URR,MLM593463005,N/D,N/D
UH1213M-URR,MLM593463008,N/D,N/D
UH1214-URR,MLM593463128,N/D,N/D
UH1214M-URR,MLM593463010,N/D,N/D
UH1215M-URR,MLM593463002,N/D,N/D
UH1216-URR,MLM593463028,N/D,N/D
UH1216M-URR,MLM593462979,N/D,N/D
UH1217M-URR,MLM593462980,N/D,N/D
UH1218-URR,MLM593463213,N/D,N/D
UH1218M-URR,MLM593462989,N/D,N/D
UH1219M-URR,MLM593462947,N/D,N/D
UH1220-URR,MLM593463104,N/D,N/D
UH1220M-URR,MLM593462956,N/D,N/D
UH1221M-URR,N/D,N/D,N/D
UH1222-URR,MLM593463018,N/D,N/D
UH1222M-URR,MLM593463095,N/D,N/D
UH1223M-URR,MLM593462957,N/D,N/D
UH1224-URR,MLM593463096,N/D,N/D
UH1224M-URR,MLM593462958,N/D,N/D
UH1225M-URR,MLM593462963,N/D,N/D
UH1226-URR,MLM593462999,N/D,N/D
UH1226M-URR,MLM593462953,N/D,N/D
UH1227M-URR,MLM593462943,N/D,N/D
UH1228-URR,MLM593463114,N/D,N/D
UH1228M-URR,MLM593462944,N/D,N/D
UH1229M-URR,MLM593463112,N/D,N/D
UH1230-URR,MLM593462994,N/D,N/D
UH1230M-URR,MLM593463099,N/D,N/D
UH1232-URR,MLM593463023,N/D,N/D
UH1232M-URR,MLM593463097,N/D,N/D
UH1234-URR,MLM593463004,N/D,N/D
UH1236-URR,MLM593463019,N/D,N/D
UH1238-URR,MLM593463001,N/D,N/D
UH1240-URR,MLM593463038,N/D,N/D
UH1242-URR,MLM593462976,N/D,N/D
UH1244-URR,MLM593463012,N/D,N/D
UH1246-URR,MLM593462981,N/D,N/D
UH1248-URR,MLM593463006,N/D,N/D
UH1250-URR,MLM593462950,N/D,N/D
UH1252-URR,MLM593462967,N/D,N/D
UH1254-URR,MLM593463015,N/D,N/D
UH1256-URR,MLM593462985,N/D,N/D
UH1258-URR,MLM593463014,N/D,N/D
UH1260-URR,MLM593462995,N/D,N/D
UH1264-URR,MLM593462968,N/D,N/D
UH1885-URR,MLM593458276,N/D,N/D
UH1886-URR,MLM593458283,N/D,N/D
UH206-URR,MLM593464111,N/D,N/D
UH2292-URR,MLM593464302,N/D,N/D
UH2616SW-URR,MLM593463350,N/D,N/D
UH2617SW-URR,MLM593463344,N/D,N/D
UH2618SW-URR,MLM593463346,N/D,N/D
UH2619SW-URR,MLM593463354,N/D,N/D
UH2620SW-URR,MLM593463348,N/D,N/D
UH2621-URR,MLM593463266,N/D,N/D
UH2621SW-URR,MLM593463363,N/D,N/D
UH2622SW-URR,MLM593463358,N/D,N/D
UH2623SW-URR,MLM593463356,N/D,N/D
UH2624SW-URR,MLM593463357,N/D,N/D
UH2626SW-URR,MLM593463337,N/D,N/D
UH2627SW-URR,MLM593463341,N/D,N/D
UH2628SW-URR,MLM593463360,N/D,N/D
UH2629SW-URR,MLM593463343,N/D,N/D
UH2630SW-URR,MLM593463342,N/D,N/D
UH2631SW-URR,MLM593463336,N/D,N/D
UH2632SW-URR,MLM593463339,N/D,N/D
UH2633SWM-URR,MLM593463352,N/D,N/D
UH2650SWM-URR,MLM593463349,N/D,N/D
UH268-URR,MLM593464298,N/D,N/D
UH2716SW-URR,MLM593463639,N/D,N/D
UH2717SW-URR,MLM593463678,N/D,N/D
UH2718SW-URR,MLM593463577,N/D,N/D
UH2719SW-URR,MLM593463542,N/D,N/D
UH2720SW-URR,MLM593463582,N/D,N/D
UH2721SW-URR,MLM593463553,N/D,N/D
UH2722SW-URR,MLM593463549,N/D,N/D
UH2723SW-URR,MLM593463528,N/D,N/D
UH2724SW-URR,MLM593463640,N/D,N/D
UH2724SWM-URR,MLM593463554,N/D,N/D
UH2726SW-URR,MLM593463548,N/D,N/D
UH2727SW-URR,MLM593463609,N/D,N/D
UH2727SWM-URR,MLM593463543,N/D,N/D
UH2728SW-URR,MLM593463657,N/D,N/D
UH2729SW-URR,MLM593463534,N/D,N/D
UH2730SW-URR,MLM593463547,N/D,N/D
UH2730SWM-URR,MLM593463540,N/D,N/D
UH2731SW-URR,MLM593463564,N/D,N/D
UH2732SW-URR,MLM593463556,N/D,N/D
UH2732SWM-URR,MLM593463546,N/D,N/D
UH2734SW-URR,MLM593463652,N/D,N/D
UH2735SW-URR,MLM593463689,N/D,N/D
UH2736SW-URR,MLM593463663,N/D,N/D
UH2736SWM-URR,MLM593463629,N/D,N/D
UH2737SW-URR,MLM593463687,N/D,N/D
UH2738SW-URR,MLM593463650,N/D,N/D
UH2740SW-URR,MLM593463654,N/D,N/D
UH2741SW-URR,MLM593463685,N/D,N/D
UH2741SWM-URR,MLM593463624,N/D,N/D
UH2742SW-URR,MLM593463544,N/D,N/D
UH2744SW-URR,MLM593463651,N/D,N/D
UH2746SW-URR,MLM593463557,N/D,N/D
UH2746SWM-URR,MLM593463607,N/D,N/D
UH2747SW-URR,MLM593463694,N/D,N/D
UH2748SW-URR,MLM593463538,N/D,N/D
UH2750SW-URR,MLM593463630,N/D,N/D
UH2750SWM-URR,MLM593463666,N/D,N/D
UH2751SWM-URR,MLM593463667,N/D,N/D
UH2755SWM-URR,MLM593463536,N/D,N/D
UH2760SWM-URR,MLM593463545,N/D,N/D
UH2765SWM-URR,MLM593463537,N/D,N/D
UH2770SWM-URR,N/D,N/D,N/D
UH2775SWM-URR,MLM593463541,N/D,N/D
UH278-URR,MLM593464240,N/D,N/D
UH2780SWM-URR,MLM593463668,N/D,N/D
UH41-1/2-URR,MLM593464488,N/D,N/D
UH41-1/4-URR,MLM593464466,N/D,N/D
UH41-3/8-URR,MLM593464471,N/D,N/D
UH41-5/8-URR,MLM593464484,N/D,N/D
UH44-1-2-URR,MLM593464477,N/D,N/D
UH44-3-8-URR,MLM593464487,N/D,N/D
UH44-5-16-URR,MLM593464479,N/D,N/D
UH44-5/8-URR,MLM630880643,N/D,N/D
UH44-7-16-URR,MLM593464476,N/D,N/D
UH47-1-2X1-4-URR,MLM593464480,N/D,N/D
UH47-1-4X1-16-URR,MLM593464474,N/D,N/D
UH47-1-4X3-32-URR,MLM593464467,N/D,N/D
