Referencia interna,OFICIAL,VENTAS,SOMOS_PEKES
UH47-3-8X3-16-URR,MLM593464475,N/D,N/D
UH47-5-16X5-32-URR,MLM593464470,N/D,N/D
UH47-7-16X7-32-URR,MLM593464462,N/D,N/D
UH50-1-2-URR,MLM593464473,N/D,N/D
UH50-1-4-URR,MLM593464574,N/D,N/D
UH50-3-16-URR,MLM593464583,N/D,N/D
UH50-5-16-URR,MLM593464628,N/D,N/D
UH50-7-16-URR,MLM593464552,N/D,N/D
UH651-URR,MLM593460339,N/D,N/D
UH652-URR,MLM593460355,N/D,N/D
UH653-URR,MLM593460359,N/D,N/D
UH654-URR,MLM593460343,N/D,N/D
UH66FG-URR,MLM768095305,N/D,N/D
UH67FG-URR,MLM593463922,N/D,N/D
UH68FG-URR,MLM593463929,N/D,N/D
UH708-URR,MLM593462734,N/D,N/D
UH710-URR,MLM593462719,N/D,N/D
UH712-URR,MLM593462699,N/D,N/D
UH715-URR,MLM593462702,N/D,N/D
UH718-URR,MLM593462700,N/D,N/D
UH71FG-URR,MLM593463919,N/D,N/D
UH71FGS-URR,MLM593463924,N/D,N/D
UH724-URR,MLM593462706,N/D,N/D
UH72FG-URR,MLM593463927,N/D,N/D
UH72FGS-URR,MLM593463939,N/D,N/D
UH73FG-URR,MLM593463921,N/D,N/D
UH73FGS-URR,MLM593463925,N/D,N/D
UH74FG-URR,MLM593463923,N/D,N/D
UH74FGS-URR,MLM593463938,N/D,N/D
UH810-URR,MLM593463755,N/D,N/D
UH812-URR,MLM593463746,N/D,N/D
UH814-URR,MLM593463752,N/D,N/D
UH818-URR,MLM593463753,N/D,N/D
UH8180-URR,MLM593463130,N/D,N/D
UH8183-URR,MLM593463145,N/D,N/D
UH824-URR,MLM593463830,N/D,N/D
UH86A-1-2-URR,MLM593458263,N/D,N/D
UH86A-1-4-URR,MLM593458264,N/D,N/D
UH86A-1X12-URR,MLM593458247,N/D,N/D
UH86A-1x8-URR,MLM593458258,N/D,N/D
UH86A-3-16-URR,MLM593458246,N/D,N/D
UH86A-3-4X12-URR,N/D,N/D,N/D
UH86A-3-4X8-URR,MLM593458257,N/D,N/D
UH86A-3-8-URR,MLM593458245,N/D,N/D
UH86A-5-16-URR,MLM593458256,N/D,N/D
UH86A-5-8-URR,MLM593458249,N/D,N/D
UH86A-7-16-URR,MLM593458244,N/D,N/D
UH86A-7-8X12-URR,MLM593458254,N/D,N/D
UH86A-7-8X8-URR,MLM593458231,N/D,N/D
UH96-1/2-URR,MLM593464586,N/D,N/D
UH96-1/4-URR,MLM593464585,N/D,N/D
UH96-3/4-URR,MLM593464587,N/D,N/D
UH96-3/8-URR,MLM593464580,N/D,N/D
UH96-5/16-URR,MLM593464576,N/D,N/D
UH96-5/8-URR,MLM593464582,N/D,N/D
UH96-7/16-URR,MLM593464577,N/D,N/D
UH9616-URR,MLM593459808,N/D,N/D
UH9686-URR,MLM593459920,N/D,N/D
UH9687-URR,MLM593459811,N/D,N/D
UHC905A-URR,MLM593463269,N/D,N/D
UHC909A-URR,MLM630880623,N/D,N/D
UHC911-URR,MLM630880678,N/D,N/D
UHC911A-URR,MLM630880632,N/D,N/D
UHW1-URR,MLM593458451,N/D,N/D
UHW2-URR,MLM593458467,N/D,N/D
UHW3-URR,MLM767936226,N/D,N/D
UHW4-URR,MLM593458457,N/D,N/D
UM-2252690-MEN,MLM646111868,MLM674406437,N/D
UM-2252691-MEN,MLM646111864,MLM674406459,N/D
UM-2252692-MEN,MLM646111860,MLM674406449,N/D
UM-2252692IL-MEN,MLM646111548,MLM674406447,N/D
UMCC6-URR,MLM593458075,N/D,N/D
UMCD6-URR,MLM593458072,N/D,N/D
UMCD8-URR,MLM593458204,N/D,N/D
UMCV6-URR,MLM593458103,N/D,N/D
UMM01-URR,MLM593463999,N/D,N/D
UMM12-URR,MLM593463978,N/D,N/D
UNI12A-URR,MLM674643052,N/D,N/D
UNI14A-URR,MLM674643063,N/D,N/D
UNI18A-URR,MLM674643060,N/D,N/D
UNI24-URR,MLM593464096,N/D,N/D
UNI24A-URR,MLM674643048,N/D,N/D
UNI24D-URR,MLM593464103,N/D,N/D
UNI36A-URR,MLM674643051,N/D,N/D
UNI48-URR,MLM593464114,N/D,N/D
UNI48A-URR,MLM674643050,N/D,N/D
UNI48D-URR,MLM593464092,N/D,N/D
UNT12-URR,MLM593464104,N/D,N/D
UNY-URTEC,N/D,MLM837424937,N/D
UP1098-8-URR,MLM593464333,N/D,N/D
UP125-URR,MLM593460384,N/D,N/D
UP125R046-URR,MLM593462272,N/D,N/D
UP6120-URR,MLM593464397,N/D,N/D
UP612038B-URR,MLM593460684,N/D,N/D
UP700-URR,MLM593458399,N/D,N/D
UP711-URR,MLM593463955,N/D,N/D
UP711K-URR,MLM593462396,N/D,N/D
UP711K5-URR,MLM593461529,N/D,N/D
UP715-URR,MLM766853912,N/D,N/D
UP722-URR,MLM593464404,N/D,N/D
UP731-URR,MLM593464403,N/D,N/D
UP731A-URR,MLM593464390,N/D,N/D
UP731AK-URR,MLM593462572,N/D,N/D
UP731AKM-URR,MLM593462599,N/D,N/D
UP731K-URR,MLM593462609,N/D,N/D
UP731KM-URR,MLM593462602,N/D,N/D
UP734H-URR,MLM593464396,N/D,N/D
UP734HK-URR,MLM593462601,N/D,N/D
UP734HKM-URR,MLM593462608,N/D,N/D
UP766-URR,MLM593462540,N/D,N/D
UP772H-URR,MLM593535822,N/D,N/D
UP772HA-URR,MLM593464409,N/D,N/D
UP772HAK-URR,MLM593462557,N/D,N/D
UP772HAKM-URR,MLM593462566,N/D,N/D
UP772HK-URR,MLM593462591,N/D,N/D
UP772HKM-URR,MLM593462574,N/D,N/D
UP776-URR,MLM593464385,N/D,N/D
UP776K-URR,MLM593462573,N/D,N/D
UP776KM-URR,MLM593462556,N/D,N/D
UP779-URR,MLM767893101,N/D,N/D
UP780-URR,MLM593460165,N/D,N/D
UP785-URR,MLM593464779,N/D,N/D
UP785H-URR,MLM593464771,N/D,N/D
UP785S-URR,MLM593458345,N/D,N/D
UP788R-URR,MLM593464773,N/D,N/D
UP789HR-URR,MLM593464770,N/D,N/D
UP797-6-URR,MLM593464406,N/D,N/D
UP800VE-URR,N/D,N/D,N/D
UP800VI-URR,MLM593457456,N/D,N/D
UP835-URR,MLM593458354,N/D,N/D
UP854-URR,MLM593460353,N/D,N/D
UP857-URR,MLM593460356,N/D,N/D
UP860-URR,MLM593463975,N/D,N/D
UP860K-URR,MLM593462401,N/D,N/D
UP861A-URR,MLM848584667,N/D,N/D
UP865S-URR,MLM593464535,N/D,N/D
UP869P-URR,MLM593464536,N/D,N/D
UP870A-URR,MLM848584672,N/D,N/D
UP871-URR,MLM592776375,N/D,N/D
UP874-URR,MLM593458344,N/D,N/D
UP87430-URR,N/D,N/D,N/D
UP875-URR,MLM593464018,N/D,N/D
UP876-URR,MLM593463976,N/D,N/D
UP879-URR,MLM593464760,N/D,N/D
UP881-URR,MLM593458085,N/D,N/D
UP88135A-URR,MLM593464683,N/D,N/D
UP884-URR,MLM593464648,N/D,N/D
UP886-URR,MLM593463997,N/D,N/D
UP886H-URR,MLM593464013,N/D,N/D
UP886HK-URR,MLM593462533,N/D,N/D
UP886HKM-URR,MLM593462603,N/D,N/D
UP886K-URR,MLM593462531,N/D,N/D
UP886KM-URR,MLM593462528,N/D,N/D
UP890A-URR,MLM848577535,N/D,N/D
UP893A-URR,MLM593464327,N/D,N/D
UP898-6A-URR,N/D,N/D,N/D
UP898-6B-URR,MLM593464328,N/D,N/D
UPC727-URR,MLM593464361,N/D,N/D
UPC731-URR,MLM593464377,N/D,N/D
UPC731K-URR,MLM593462575,N/D,N/D
UPC731KM-URR,MLM593462584,N/D,N/D
UPC776-URR,MLM593464394,N/D,N/D
UPC776K-URR,MLM593462581,N/D,N/D
UPC776KM-URR,MLM593462563,N/D,N/D
UPODNC-URR,N/D,N/D,N/D
UPODNM-URR,MLM593464369,N/D,N/D
UPODRC-URR,MLM593464365,N/D,N/D
UPODRM-URR,MLM593464370,N/D,N/D
UPR-URTEC,N/D,MLM837421872,N/D
UPR2-URR,MLM593464617,N/D,N/D
UPS15-URR,MLM593464627,N/D,N/D
UPS25-URR,MLM593464635,N/D,N/D
UPTC30-URR,MLM593460135,N/D,N/D
UPTC30A-URR,MLM848587911,N/D,N/D
UPTC40-URR,MLM593460152,N/D,N/D
UPTC40A-URR,MLM848587913,N/D,N/D
UPTC55-URR,MLM593460118,N/D,N/D
UPTC55A-URR,MLM848584681,N/D,N/D
UPWL2-URR,MLM593460751,N/D,N/D
UPWL3-URR,MLM593460754,N/D,N/D
UPWL4-URR,MLM593460778,N/D,N/D
UPWL6-URR,MLM593460762,N/D,N/D
UPX727-URR,MLM848577505,N/D,N/D
UPX731-URR,MLM848584644,N/D,N/D
UPX731A-URR,MLM848584647,N/D,N/D
UPX731B-URR,MLM848577521,N/D,N/D
UPX776-URR,MLM848584656,N/D,N/D
UPX893-URR,MLM848587889,N/D,N/D
URBAN-CROWN,MLM774435102,N/D,N/D
URRPONC-URR,MLM593464356,N/D,N/D
URRPONL-URR,MLM593464399,N/D,N/D
URRPONM-URR,MLM593464393,N/D,N/D
URRPONX-URR,MLM593464358,N/D,N/D
URRPORC-URR,MLM593464368,N/D,N/D
URRPORL-URR,MLM593464362,N/D,N/D
URRPORM-URR,MLM593464388,N/D,N/D
URRPORX-URR,MLM593464364,N/D,N/D
URRREL-URR,MLM593464636,N/D,N/D
USA01A-URR,MLM593462274,N/D,N/D
USA01B-URR,MLM618789533,N/D,N/D
USA02A-URR,MLM618789520,N/D,N/D
USA02B-URR,MLM618789564,N/D,N/D
USA3A-URR,MLM593457527,N/D,N/D
USA3B-URR,MLM593457513,N/D,N/D
USA4A-URR,MLM593457543,N/D,N/D
USA4B-URR,MLM593457536,N/D,N/D
USA5A-URR,MLM593457520,N/D,N/D
USA5B-URR,MLM593457544,N/D,N/D
USA6A-URR,MLM593457507,N/D,N/D
USA6B-URR,MLM593457533,N/D,N/D
USA7A-URR,MLM593457525,N/D,N/D
USA7B-URR,MLM593536476,N/D,N/D
USA8A-URR,MLM593457516,N/D,N/D
USA8B-URR,MLM593457515,N/D,N/D
USB-40TN-NOV,N/D,MLM632513815,N/D
USBIC10-URR,MLM600871294,N/D,N/D
USBIC4-URR,MLM600871309,N/D,N/D
USBIC5-URR,MLM600871312,N/D,N/D
USBIC6-URR,MLM600871335,N/D,N/D
USBIC7-URR,MLM600871389,N/D,N/D
USBIC8-URR,MLM600871307,N/D,N/D
USBIC9-URR,MLM600871302,N/D,N/D
USBL01-URR,MLM618789526,N/D,N/D
USBL2-URR,MLM593457491,N/D,N/D
USC01C-URR,MLM593458316,N/D,N/D
USC01G-URR,MLM593458326,N/D,N/D
USC01M-URR,MLM593458328,N/D,N/D
USCH11-URR,MLM618792157,N/D,N/D
USCH12-URR,MLM618792254,N/D,N/D
USCH13-URR,MLM618792173,N/D,N/D
USCH14-URR,MLM593458267,N/D,N/D
USCH21-URR,N/D,N/D,N/D
USCH22-URR,MLM593458278,N/D,N/D
USCH23-URR,MLM593458279,N/D,N/D
USCH24-URR,MLM768543976,N/D,N/D
USCH31-URR,N/D,N/D,N/D
USCH32-URR,MLM593458273,N/D,N/D
USCH33-URR,MLM593458275,N/D,N/D
USCH34-URR,MLM593458277,N/D,N/D
USCH41-URR,MLM618789673,N/D,N/D
USCH42-URR,MLM768006699,N/D,N/D
USCH43-URR,MLM618789670,N/D,N/D
USCH44-URR,MLM768006938,N/D,N/D
USCH51-URR,MLM618790844,N/D,N/D
USCH52-URR,MLM618790854,N/D,N/D
USCH53-URR,MLM768006690,N/D,N/D
USCH54-URR,MLM618790847,N/D,N/D
USCH61-URR,MLM618792154,N/D,N/D
USCH62-URR,MLM618792152,N/D,N/D
USCH63-URR,MLM618792249,N/D,N/D
USCH64-URR,MLM618792158,N/D,N/D
USCH71-URR,MLM618790848,N/D,N/D
USCH72-URR,MLM618790846,N/D,N/D
USCH73-URR,MLM618789672,N/D,N/D
USCH74-URR,MLM618789671,N/D,N/D
USCH81-URR,MLM768006698,N/D,N/D
USCH82-URR,MLM768000369,N/D,N/D
USCH83-URR,MLM768000173,N/D,N/D
USCP1-URR,MLM593458427,N/D,N/D
USCR1-URR,MLM593458444,N/D,N/D
USCS4-URR,MLM754352410,N/D,N/D
USCS4R-URR,MLM769732061,N/D,N/D
USCS5-URR,MLM754358346,N/D,N/D
USCS5R-URR,MLM769729624,N/D,N/D
USCS6-URR,MLM767912189,N/D,N/D
USCS6R-URR,MLM769729626,N/D,N/D
USF01C-URR,MLM593460798,N/D,N/D
USF01EX-URR,MLM618798766,N/D,N/D
USF01G-URR,MLM593460757,N/D,N/D
USF01M-URR,MLM593460760,N/D,N/D
USF01X-URR,MLM593460737,N/D,N/D
USF02C-URR,MLM618798762,N/D,N/D
USF02EX-URR,MLM618798769,N/D,N/D
USF02G-URR,MLM618798778,N/D,N/D
USF02M-URR,MLM618798779,N/D,N/D
USF02X-URR,MLM618798774,N/D,N/D
USF03C-URR,MLM618797467,N/D,N/D
USF03EX-URR,MLM618797478,N/D,N/D
USF03G-URR,MLM618797476,N/D,N/D
USF03M-URR,MLM618797462,N/D,N/D
USF03X-URR,MLM618797488,N/D,N/D
USF04C-URR,MLM618798752,N/D,N/D
USF04EX-URR,MLM618798775,N/D,N/D
USF04G-URR,MLM618801634,N/D,N/D
USF04M-URR,MLM618801629,N/D,N/D
USF04X-URR,MLM618798773,N/D,N/D
USFR53-URR,MLM593458305,N/D,N/D
USFS1-URR,MLM593464533,N/D,N/D
USGCC-URR,MLM593460957,N/D,N/D
USGCG-URR,MLM593460947,N/D,N/D
USGCM-URR,MLM593460971,N/D,N/D
USGCX-URR,MLM593460954,N/D,N/D
USGDC-URR,MLM768504533,N/D,N/D
USGDG-URR,MLM593460968,N/D,N/D
USGDM-URR,MLM593460951,N/D,N/D
USGDX-URR,MLM593460956,N/D,N/D
USGGG-URR,MLM593460978,N/D,N/D
USGGM-URR,MLM593460965,N/D,N/D
USGGX-URR,MLM593460949,N/D,N/D
USGLA-URR,MLM593460984,N/D,N/D
USGLO-URR,MLM593460967,N/D,N/D
USGLS-URR,MLM593460977,N/D,N/D
USGMC-URR,MLM612625205,N/D,N/D
USGMG-URR,MLM612625225,N/D,N/D
USGMM-URR,MLM612625220,N/D,N/D
USGNC-URR,MLM593460964,N/D,N/D
USGNG-URR,MLM593460973,N/D,N/D
USGNM-URR,MLM593461108,N/D,N/D
USGNX-URR,MLM593460960,N/D,N/D
USGVC-URR,MLM593460983,N/D,N/D
USGVG-URR,MLM593460990,N/D,N/D
USGVM-URR,MLM593460989,N/D,N/D
USGVX-URR,MLM593460976,N/D,N/D
USH01B-URR,MLM593458289,N/D,N/D
USH01R-URR,MLM593458288,N/D,N/D
USH01W-URR,MLM593458282,N/D,N/D
USH01Y-URR,MLM593458294,N/D,N/D
USH02B-URR,MLM593458284,N/D,N/D
USH02P-URR,MLM606099293,N/D,N/D
USH02R-URR,MLM768019535,N/D,N/D
USH02W-URR,MLM593458290,N/D,N/D
USH02Y-URR,MLM593458285,N/D,N/D
USH04W-URR,MLM782139568,N/D,N/D
USIM11-URR,MLM593460702,N/D,N/D
USIM12-URR,MLM768532323,N/D,N/D
USIM13-URR,MLM768533215,N/D,N/D
USIM14-URR,MLM593460710,N/D,N/D
USIM21-URR,MLM593460936,N/D,N/D
USIM22-URR,MLM593460935,N/D,N/D
USIM23-URR,MLM593460944,N/D,N/D
USIM24-URR,MLM593460932,N/D,N/D
USIM31-URR,MLM593460708,N/D,N/D
USIM32-URR,MLM593460727,N/D,N/D
USIM33-URR,MLM593460681,N/D,N/D
USIM34-URR,MLM593460707,N/D,N/D
USIM41-URR,MLM593460963,N/D,N/D
USIM42-URR,MLM593461037,N/D,N/D
USIM43-URR,MLM618801631,N/D,N/D
USIM44-URR,MLM593460945,N/D,N/D
USIM50-URR,MLM593464346,N/D,N/D
USK02-URR,MLM593464605,N/D,N/D
USK03-URR,MLM593464597,N/D,N/D
USK04-URR,MLM593464608,N/D,N/D
USK05-URR,MLM593464626,N/D,N/D
USL001-URR,MLM593462551,N/D,N/D
USL003-URR,MLM593462554,N/D,N/D
USL004-URR,MLM593462558,N/D,N/D
USL005-URR,MLM593462561,N/D,N/D
USL006-URR,MLM593462547,N/D,N/D
USL007-URR,MLM593462552,N/D,N/D
USL008-URR,MLM612625179,N/D,N/D
USL010-URR,MLM593462550,N/D,N/D
USL011-URR,N/D,N/D,N/D
USL012-URR,MLM593462618,N/D,N/D
USL014-URR,MLM593462577,N/D,N/D
USL015-URR,MLM593462569,N/D,N/D
USL016-URR,MLM593462596,N/D,N/D
USL017-URR,MLM593462598,N/D,N/D
USL018-URR,MLM593462592,N/D,N/D
USL019-URR,MLM593462615,N/D,N/D
USL020-URR,MLM593462568,N/D,N/D
USLG1-URR,MLM593460981,N/D,N/D
USLP1-URR,MLM593462655,N/D,N/D
USLV2-URR,MLM593462647,N/D,N/D
USLV6-URR,MLM593462656,N/D,N/D
USLV9-URR,MLM767672204,N/D,N/D
USM1-URR,MLM593458118,N/D,N/D
USM2-URR,MLM593458160,N/D,N/D
USO2-URR,MLM593464184,N/D,N/D
USO3-URR,MLM593464185,N/D,N/D
USPF1-URR,MLM593464465,N/D,N/D
USR06-URR,MLM593464039,N/D,N/D
USRF41-URR,MLM593458291,N/D,N/D
USRF42-URR,MLM593458304,N/D,N/D
USRF43-URR,MLM593458308,N/D,N/D
USRF44-URR,MLM593458286,N/D,N/D
USRF45-URR,MLM593458292,N/D,N/D
USRF62-URR,MLM593458287,N/D,N/D
USRF63-URR,MLM593458303,N/D,N/D
USS1-URR,MLM660468563,N/D,N/D
USS2-URR,MLM768915354,N/D,N/D
USS3-URR,MLM768499521,N/D,N/D
USTO1-URR,MLM593464740,N/D,N/D
USTO2-URR,MLM618978540,N/D,N/D
USTO3-URR,MLM618978520,N/D,N/D
USTO4-URR,MLM618978559,N/D,N/D
USZA10-URR,MLM761618220,N/D,N/D
USZA5-URR,MLM761616182,N/D,N/D
USZA6-URR,MLM761618213,N/D,N/D
USZA65-URR,MLM761618214,N/D,N/D
USZA7-URR,MLM761621935,N/D,N/D
USZA75-URR,MLM761618217,N/D,N/D
USZA8-URR,MLM761621936,N/D,N/D
USZA85-URR,MLM761621937,N/D,N/D
USZA9-URR,MLM761621938,N/D,N/D
USZAH65-URR,MLM641226910,N/D,N/D
USZAV10-URR,MLM686442786,N/D,N/D
USZAV5-URR,MLM686442788,N/D,N/D
USZAV6-URR,MLM686442784,N/D,N/D
USZAV65-URR,MLM686442785,N/D,N/D
USZAV7-URR,MLM768895743,N/D,N/D
USZAV75-URR,MLM686442796,N/D,N/D
USZAV8-URR,MLM686442789,N/D,N/D
USZAV85-URR,MLM686442780,N/D,N/D
USZAV9-URR,MLM686442779,N/D,N/D
USZC10-URR,MLM593457660,N/D,N/D
USZC11-URR,MLM593457689,N/D,N/D
USZC12-URR,MLM593457680,N/D,N/D
USZC5-URR,MLM593457691,N/D,N/D
USZC6-URR,MLM768908571,N/D,N/D
USZC65-URR,MLM593457682,N/D,N/D
USZC7-URR,MLM593457752,N/D,N/D
USZC75-URR,MLM593457753,N/D,N/D
USZC8-URR,MLM768906285,N/D,N/D
USZC85-URR,MLM593457751,N/D,N/D
USZC9-URR,MLM768918193,N/D,N/D
USZD10-URR,MLM768902739,N/D,N/D
USZD5-URR,MLM593457217,N/D,N/D
USZD6-URR,MLM593457654,N/D,N/D
USZD65-URR,MLM768902083,N/D,N/D
USZD7-URR,MLM593457681,N/D,N/D
USZD75-URR,MLM768918561,N/D,N/D
USZD8-URR,MLM593457652,N/D,N/D
USZD85-URR,MLM768907092,N/D,N/D
USZD9-URR,N/D,N/D,N/D
USZF7-URR,N/D,N/D,N/D
USZH10-URR,MLM641226909,N/D,N/D
USZH5-URR,MLM641226908,N/D,N/D
USZH6-URR,MLM641226911,N/D,N/D
USZH7-URR,MLM641226905,N/D,N/D
USZH75-URR,MLM768909430,N/D,N/D
USZH8-URR,MLM768897437,N/D,N/D
USZH85-URR,MLM768913785,N/D,N/D
USZH9-URR,MLM641226896,N/D,N/D
USZL10-URR,MLM593457726,N/D,N/D
USZL5-URR,MLM593457716,N/D,N/D
USZL6-URR,MLM593457739,N/D,N/D
USZL65-URR,MLM593457733,N/D,N/D
USZL7-URR,MLM768918846,N/D,N/D
USZL75-URR,MLM593457729,N/D,N/D
USZL8-URR,MLM768909609,N/D,N/D
USZL85-URR,MLM593457725,N/D,N/D
USZL9-URR,MLM768903417,N/D,N/D
USZM2-URR,MLM660466156,N/D,N/D
USZM3-URR,MLM768918292,N/D,N/D
USZM4-URR,MLM660466147,N/D,N/D
USZM5-URR,MLM768585913,N/D,N/D
USZM6-URR,MLM660466158,N/D,N/D
USZM7-URR,MLM660466150,N/D,N/D
USZP10-URR,MLM593457738,N/D,N/D
USZP4-URR,MLM593457749,N/D,N/D
USZP5-URR,MLM593457748,N/D,N/D
USZP6-URR,MLM768918100,N/D,N/D
USZP65-URR,MLM593457736,N/D,N/D
USZP7-URR,MLM768898644,N/D,N/D
USZP75-URR,MLM593457731,N/D,N/D
USZP8-URR,MLM768616297,N/D,N/D
USZP85-URR,MLM593457717,N/D,N/D
USZP9-URR,MLM768915872,N/D,N/D
USZS10-URR,MLM593457658,N/D,N/D
USZS11-URR,MLM593457663,N/D,N/D
USZS12-URR,MLM593457668,N/D,N/D
USZS5-URR,MLM593457661,N/D,N/D
USZS6-URR,MLM593457664,N/D,N/D
USZS65-URR,MLM593457655,N/D,N/D
USZS7-URR,MLM593457647,N/D,N/D
USZS75-URR,MLM593457656,N/D,N/D
USZS8-URR,MLM593457653,N/D,N/D
USZS85-URR,MLM593457642,N/D,N/D
USZS9-URR,MLM768586310,N/D,N/D
USZT10-URR,MLM641226916,N/D,N/D
USZT5-URR,MLM779498655,N/D,N/D
USZT6-URR,MLM641226902,N/D,N/D
USZT65-URR,MLM641226904,N/D,N/D
USZT7-URR,MLM768613581,N/D,N/D
USZT75-URR,MLM768894194,N/D,N/D
USZT8-URR,MLM768619640,N/D,N/D
USZT85-URR,MLM641226901,N/D,N/D
USZT9-URR,MLM768903572,N/D,N/D
V6-R-MOD,N/D,MLM657998458,N/D
VALY01P-SUR,MLM551602532,N/D,N/D
VAPIANO-CROWN,MLM774435108,N/D,N/D
VAR01.13-URTEC,N/D,MLM588097457,N/D
VAS100-URR,MLM593464853,N/D,N/D
VAS600-URR,MLM593464851,N/D,N/D
VCE715-SUR,MLM620285285,N/D,N/D
VCG765-SUR,MLM620285256,N/D,N/D
VCG855-URR,MLM620283430,N/D,N/D
VCR01.13-URTEC,N/D,MLM588097537,N/D
VCS01.13-URTEC,N/D,MLM588097496,N/D
VCS01.19-URTEC,N/D,MLM588097490,N/D
VDV001-081-KLE,MLM605359018,N/D,N/D
VDV001-0816-KLE,MLM605339260,N/D,N/D
VDV001-833-KLE,N/D,N/D,N/D
VDV002-818-KLE,MLM599099065,N/D,N/D
VDV002-820-KLE,MLM599099064,N/D,N/D
VDV010-019-SEN-KLE,MLM710785045,N/D,N/D
VDV011-832-KLE,MLM605339262,N/D,N/D
VDV011-852-KLE,MLM661285158,MLM661273849,N/D
VDV012-811-KLE,MLM605359036,N/D,N/D
VDV026-049-KLE,MLM599099031,N/D,N/D
VDV026-211-KLE,MLM626162430,N/D,N/D
VDV026-212-KLE,MLM626163059,N/D,N/D
VDV026-812-KLE,MLM605359024,N/D,N/D
VDV026-831-KLE,N/D,N/D,N/D
VDV027-813-KLE,N/D,N/D,N/D
VDV100-801-SEN-KLE,MLM605359026,N/D,N/D
VDV110-003-SEN-KLE,MLM605358988,N/D,N/D
VDV110-004-SEN-KLE,MLM605358990,N/D,N/D
VDV110-020-KLE,MLM605358971,N/D,N/D
VDV110-046-KLE,MLM605359046,N/D,N/D
VDV110-061-KLE,MLM599099018,N/D,N/D
VDV110-095-KLE,MLM605339818,N/D,N/D
VDV110-261-KLE,MLM599099023,N/D,N/D
VDV110-295-KLE,MLM599099024,N/D,N/D
VDV110-802-SEN-KLE,MLM605359025,N/D,N/D
VDV113-021-KLE,MLM605358967,N/D,N/D
VDV113-022-KLE,MLM605358982,N/D,N/D
VDV120-005-SEN-KLE,MLM605358992,N/D,N/D
VDV120-006-SEN-KLE,MLM599099029,N/D,N/D
VDV200-010-KLE,MLM599099045,N/D,N/D
VDV201-040-KLE,MLM605359054,N/D,N/D
VDV201-042-KLE,MLM599099062,N/D,N/D
VDV205-035-KLE,MLM599099072,N/D,N/D
VDV205-036-KLE,MLM599099071,N/D,N/D
VDV205-039-KLE,MLM599099078,N/D,N/D
VDV205-044-KLE,MLM599099079,N/D,N/D
VDV211-037-KLE,MLM605359010,N/D,N/D
VDV211-038-KLE,MLM605359015,N/D,N/D
VDV211-041-KLE,MLM605359047,N/D,N/D
VDV211-043-KLE,MLM605359055,N/D,N/D
VDV211-048-KLE,MLM599099027,N/D,N/D
VDV211-063-KLE,MLM599099026,N/D,N/D
VDV211-100-KLE,MLM623243641,N/D,N/D
VDV212-008-SEN-KLE,MLM599098989,N/D,N/D
VDV212-034-KLE,MLM605359012,N/D,N/D
VDV226-011-SEN-KLE,MLM599099035,N/D,N/D
VDV226-107-KLE,MLM599099021,N/D,N/D
VDV226-110-KLE,MLM601491829,N/D,N/D
VDV226-817-KLE,MLM599099063,N/D,N/D
VDV327-103-KLE,MLM605339278,N/D,N/D
VDV427-013-KLE,MLM605359028,N/D,N/D
VDV427-015-SEN-KLE,MLM605359032,N/D,N/D
VDV427-016-SEN-KLE,MLM605359043,N/D,N/D
VDV427-104-KLE,N/D,N/D,N/D
VDV427-800-SEN-KLE,MLM599099013,N/D,N/D
VDV427-805-SEN-KLE,MLM605359021,N/D,N/D
VDV427-807-KLE,MLM815533932,N/D,N/D
VDV427-821-KLE,MLM605339276,N/D,N/D
VDV427-822-KLE,MLM605339285,N/D,N/D
VDV500-051-KLE,N/D,N/D,N/D
VDV500-060-KLE,MLM599099058,N/D,N/D
VDV500-705-KLE,MLM753489135,N/D,N/D
VDV500-808-KLE,MLM599099010,N/D,N/D
VDV500-820-KLE,MLM771414837,N/D,N/D
VDV501-210-KLE,MLM815542267,N/D,N/D
VDV501-815-KLE,MLM599099014,N/D,N/D
VDV501-823-KLE,MLM605339282,N/D,N/D
VDV501-824-KLE,MLM605339293,N/D,N/D
VDV501-825-KLE,N/D,N/D,N/D
VDV501-826-KLE,N/D,N/D,N/D
VDV501-828-KLE,N/D,N/D,N/D
VDV501-829-KLE,MLM605339290,N/D,N/D
VDV501-851-KLE,MLM828428139,N/D,N/D
VDV501-852-KLE,MLM815546843,N/D,N/D
VDV501-853-KLE,MLM815542270,N/D,N/D
VDV512-007-KLE,MLM632786912,N/D,N/D
VDV512-056-KLE,MLM605359029,N/D,N/D
VDV512-057-KLE,MLM599099051,N/D,N/D
VDV512-058-KLE,MLM605359048,N/D,N/D
VDV512-100-KLE,MLM601491827,N/D,N/D
VDV512-101-KLE,MLM601491733,N/D,N/D
VDV512-110-KLE,MLM601491815,N/D,N/D
VDV526-052-KLE,MLM599099056,N/D,N/D
VDV526-054-KLE,N/D,N/D,N/D
VDV526-055-KLE,MLM605359030,N/D,N/D
VDV526-100-KLE,MLM771414834,N/D,N/D
VDV600-096-KLE,N/D,N/D,N/D
VDV726-125-KLE,MLM815542275,N/D,N/D
VDV770-050-KLE,MLM605359038,N/D,N/D
VDV770-080-KLE,MLM605359023,N/D,N/D
VDV770-827-KLE,MLM605339296,N/D,N/D
VDV770-834-KLE,N/D,N/D,N/D
VDV770-850-KLE,MLM815546838,N/D,N/D
VDV770-851-KLE,MLM815545001,N/D,N/D
